        14
	1	4	2                 	2
	1	9	3                 	1
	1	23	2                 	8
	1	24	0                 	2
	1	34	2                 	7
	1	38	4                 	5
	1	61	4                 	6
	1	70	0                 	9
	1	87	2                 	7
	1	90	0                 	8
	2	1	1                 	9
	2	40	0                 	10
	2	48	3                 	4
	2	61	1                 	8
	2	70	1                 	1
	2	77	3                 	5
	2	86	0                 	4
	2	95	3                 	5
	2	96	2                 	1
	2	99	1                 	6
	3	1	2                 	2
	3	20	3                 	6
	3	45	3                 	8
	3	59	3                 	2
	3	66	3                 	1
	3	72	0                 	5
	3	79	2                 	3
	3	86	3                 	7
	3	90	2                 	1
	3	92	3                 	4
	4	26	4                 	6
	4	43	2                 	1
	4	45	1                 	1
	4	47	1                 	6
	4	60	2                 	7
	4	75	3                 	8
	4	93	1                 	9
	4	96	2                 	3
	4	98	3                 	1
	4	100	4                 	1
	5	20	0                 	3
	5	31	1                 	5
	5	32	4                 	5
	5	33	2                 	8
	5	37	1                 	1
	5	41	0                 	10
	5	50	3                 	1
	5	73	4                 	1
	5	74	1                 	1
	5	84	1                 	1
	6	6	1                 	8
	6	16	4                 	2
	6	18	3                 	2
	6	40	1                 	1
	6	49	3                 	1
	6	51	3                 	2
	6	67	1                 	4
	6	79	4                 	1
	6	81	3                 	10
	6	86	1                 	8
	7	1	1                 	10
	7	13	3                 	1
	7	46	1                 	1
	7	47	3                 	7
	7	51	1                 	8
	7	52	4                 	5
	7	54	1                 	9
	7	70	0                 	10
	7	73	4                 	4
	7	77	4                 	6
	8	22	3                 	4
	8	27	0                 	4
	8	30	0                 	7
	8	41	4                 	1
	8	51	0                 	6
	8	55	0                 	8
	8	63	1                 	7
	8	64	2                 	1
	8	76	1                 	6
	8	82	4                 	4
	9	4	2                 	1
	9	6	2                 	6
	9	7	4                 	2
	9	8	3                 	8
	9	25	2                 	1
	9	35	3                 	3
	9	45	4                 	4
	9	49	0                 	8
	9	74	2                 	9
	9	82	1                 	7
	10	19	4                 	7
	10	22	2                 	6
	10	38	0                 	2
	10	53	4                 	2
	10	56	0                 	6
	10	58	0                 	4
	10	75	4                 	4
	10	87	1                 	1
	10	92	3                 	2
	10	100	4                 	5
	11	17	1                 	5
	11	40	4                 	2
	11	44	4                 	1
	11	57	1                 	4
	11	71	2                 	2
	11	89	0                 	8
	11	94	1                 	7
	11	95	2                 	8
	11	96	2                 	8
	11	97	4                 	2
	12	10	2                 	6
	12	27	3                 	1
	12	29	1                 	10
	12	35	0                 	5
	12	37	3                 	5
	12	39	3                 	7
	12	77	2                 	7
	12	81	2                 	6
	12	90	0                 	4
	12	92	1                 	6
	13	4	2                 	10
	13	15	2                 	4
	13	29	4                 	2
	13	30	1                 	10
	13	32	0                 	7
	13	51	2                 	1
	13	55	3                 	1
	13	77	1                 	8
	13	91	1                 	6
	13	93	3                 	1
	14	2	3                 	4
	14	27	3                 	5
	14	28	2                 	7
	14	30	1                 	3
	14	36	3                 	3
	14	39	4                 	1
	14	56	3                 	7
	14	71	1                 	1
	14	73	1                 	7
	14	86	3                 	1
	15	3	3                 	2
	15	5	2                 	6
	15	14	0                 	9
	15	16	3                 	3
	15	22	0                 	7
	15	47	1                 	1
	15	54	0                 	1
	15	72	3                 	1
	15	84	2                 	8
	15	97	2                 	7
	16	13	3                 	5
	16	20	3                 	4
	16	24	4                 	3
	16	39	4                 	2
	16	49	0                 	6
	16	57	3                 	2
	16	58	0                 	7
	16	69	1                 	6
	16	77	3                 	10
	16	78	0                 	6
	17	1	1                 	3
	17	3	2                 	4
	17	8	4                 	3
	17	35	3                 	1
	17	52	2                 	8
	17	58	3                 	1
	17	59	1                 	7
	17	74	1                 	7
	17	77	3                 	2
	17	83	0                 	6
	18	1	1                 	4
	18	5	2                 	7
	18	6	4                 	2
	18	16	3                 	4
	18	56	2                 	9
	18	64	0                 	5
	18	87	4                 	8
	18	98	0                 	9
	18	99	2                 	2
	18	100	2                 	7
	19	16	2                 	7
	19	23	2                 	5
	19	26	1                 	1
	19	34	1                 	8
	19	40	2                 	3
	19	63	3                 	3
	19	80	2                 	1
	19	81	0                 	7
	19	89	2                 	1
	19	95	3                 	6
	20	33	1                 	1
	20	35	0                 	6
	20	46	1                 	2
	20	53	2                 	7
	20	54	0                 	7
	20	68	3                 	9
	20	76	0                 	2
	20	81	4                 	8
	20	82	1                 	5
	20	93	1                 	2
	21	5	2                 	8
	21	6	1                 	9
	21	24	4                 	8
	21	31	2                 	1
	21	38	1                 	1
	21	44	4                 	5
	21	49	0                 	9
	21	53	2                 	3
	21	60	1                 	8
	21	65	4                 	1
	22	10	4                 	7
	22	12	3                 	2
	22	13	2                 	6
	22	15	3                 	2
	22	34	1                 	1
	22	37	2                 	8
	22	38	2                 	10
	22	39	0                 	8
	22	67	3                 	2
	22	68	2                 	7
	23	20	1                 	5
	23	37	2                 	2
	23	42	2                 	6
	23	45	1                 	9
	23	51	1                 	3
	23	59	2                 	3
	23	66	3                 	2
	23	68	1                 	5
	23	76	3                 	3
	23	79	0                 	9
	24	5	2                 	2
	24	6	4                 	3
	24	32	4                 	1
	24	37	0                 	6
	24	40	1                 	6
	24	41	1                 	2
	24	56	1                 	2
	24	58	2                 	2
	24	61	4                 	5
	24	71	0                 	3
	25	25	0                 	6
	25	26	1                 	3
	25	29	0                 	6
	25	30	1                 	4
	25	40	0                 	4
	25	62	2                 	9
	25	77	1                 	3
	25	93	1                 	3
	25	97	1                 	8
	25	99	2                 	3
	26	3	3                 	8
	26	8	3                 	9
	26	20	1                 	1
	26	30	3                 	5
	26	45	4                 	10
	26	62	4                 	1
	26	67	4                 	7
	26	78	2                 	1
	26	79	0                 	6
	26	80	3                 	3
	27	20	0                 	2
	27	27	0                 	8
	27	34	0                 	2
	27	36	0                 	4
	27	39	3                 	4
	27	50	3                 	4
	27	71	4                 	5
	27	74	4                 	5
	27	78	1                 	2
	27	85	2                 	3
	28	15	3                 	5
	28	21	3                 	1
	28	28	2                 	9
	28	29	2                 	1
	28	40	0                 	7
	28	45	1                 	5
	28	47	4                 	2
	28	63	1                 	9
	28	69	3                 	2
	28	78	0                 	8
	29	19	3                 	8
	29	20	2                 	9
	29	42	3                 	3
	29	50	4                 	5
